iter	Logloss
583	0.081750314
584	0.08168290534
585	0.08163637757
586	0.0815944928
587	0.08150949097
588	0.08137746708
589	0.08126271472
590	0.08121369263
591	0.08115683655
592	0.08104429301
593	0.0809863267
594	0.08092093819
595	0.08081864359
596	0.08073212275
597	0.0806295136
598	0.08052887135
599	0.08049237228
600	0.08042871472
601	0.08031775666
602	0.08023469837
603	0.08015905449
604	0.08012407561
605	0.0800765071
606	0.08001308207
607	0.07992283782
608	0.07984506808
609	0.07979374542
610	0.07970950882
611	0.07965315257
612	0.07958283023
613	0.07948936297
614	0.07944331774
615	0.07940132367
616	0.07934836166
617	0.0792259172
618	0.07908008099
619	0.07905463421
620	0.07900913429
621	0.07892428845
622	0.07886740374
623	0.07876497669
624	0.07870059471
625	0.0786113894
626	0.07854883882
627	0.07846236873
628	0.07843326188
629	0.07842627119
630	0.07837640535
631	0.07829728629
632	0.07823719182
633	0.07820571899
634	0.0781244255
635	0.07805496157
636	0.0780168419
637	0.07796996252
638	0.07791333725
639	0.07779396229
640	0.07775132772
641	0.07771270391
642	0.07763561949
643	0.07756574179
644	0.07751132662
645	0.07742307576
646	0.07736397227
647	0.07733682419
648	0.07727833746
649	0.07721112059
650	0.0771411076
651	0.07708409854
652	0.07705785762
653	0.07695438143
654	0.07685895042
655	0.07679653757
656	0.07671177647
657	0.07664686778
658	0.07659334911
659	0.07652562079
660	0.07647753087
661	0.07642688607
662	0.0763746494
663	0.07629012574
664	0.07623316609
665	0.07615609646
666	0.07612294004
667	0.07605918728
668	0.07601013246
669	0.07593431908
670	0.07586275726
671	0.07581150645
672	0.07575955956
673	0.07572729188
674	0.07565575549
675	0.07556695706
676	0.07550210148
677	0.07544825822
678	0.075392581
679	0.0753551175
680	0.07526156267
681	0.07519674883
682	0.07515383831
683	0.07506980903
684	0.07502083931
685	0.07497176373
686	0.07488797998
687	0.07483402735
688	0.0747538158
689	0.07468577846
690	0.07463643634
691	0.07457356856
692	0.07449653313
693	0.07441002678
694	0.0743585161
695	0.07427819133
696	0.07416570637
697	0.07412885876
698	0.0740973409
699	0.07401362475
700	0.07399233987
701	0.07389294114
702	0.07385030206
703	0.07377826647
704	0.07370258149
705	0.07366738688
706	0.07353104749
707	0.07349714084
708	0.07346736045
709	0.07340327685
710	0.07336396024
711	0.07331153447
712	0.07324873136
713	0.07317341736
714	0.07312101195
715	0.07303965163
716	0.07295314584
717	0.07292956547
718	0.07284745111
719	0.07279073699
720	0.0727179281
721	0.07267819467
722	0.07263159613
723	0.07255000755
724	0.07251358708
725	0.07241500331
726	0.07234119688
727	0.07231543684
728	0.07227174785
729	0.07221556308
730	0.07213547117
731	0.07209626544
732	0.07201806283
733	0.07194750554
734	0.0718432064
735	0.07176235844
736	0.07167170563
737	0.07161432415
738	0.07154928727
739	0.07154219888
740	0.07150216844
741	0.0714493714
742	0.07136084364
743	0.07129492906
744	0.07127393542
745	0.07122047661
746	0.07118189741
747	0.07114578392
748	0.07108312429
749	0.07101765825
750	0.07097778276
751	0.07091622441
752	0.07085863346
753	0.07080784011
754	0.07079359017
755	0.07075576509
756	0.07072167983
757	0.07068390501
758	0.07061930321
759	0.07056917846
760	0.07053870548
761	0.07047470658
762	0.0703962202
763	0.07035371965
764	0.07027267347
765	0.07022721425
766	0.07019280004
767	0.0701644874
768	0.0701126043
769	0.07006479257
770	0.06999106522
771	0.06991982338
772	0.06989128617
773	0.0697830439
774	0.06971357795
775	0.06968804765
776	0.06958242611
777	0.0695550545
778	0.06952952727
779	0.06944147751
780	0.06941857862
781	0.06938130021
782	0.06930279648
783	0.06923891511
784	0.06920041981
785	0.0691579163
786	0.06907850991
787	0.06902810857
788	0.06900456628
789	0.06893484347
790	0.06889145154
791	0.06881505665
792	0.0687345717
793	0.06866428056
794	0.06863248326
795	0.06857559291
796	0.06854351163
797	0.06849115753
798	0.06845347878
799	0.06843264585
800	0.06839351067
801	0.06838447754
802	0.06835753586
803	0.06831067921
804	0.06830220156
805	0.0682511292
806	0.06819013486
807	0.06814283622
808	0.06808861204
809	0.06801647131
810	0.06798223087
811	0.06794825202
812	0.06789789937
813	0.0678419212
814	0.06782462937
815	0.06774829304
816	0.06767828383
817	0.06761809294
818	0.06754946333
819	0.06751807653
820	0.06747724715
821	0.06740367826
822	0.06736528033
823	0.06732323825
824	0.06727343492
825	0.06720816635
826	0.06715158688
827	0.06711983417
828	0.0671016865
829	0.06707579805
830	0.06699854167
831	0.06692264856
832	0.06685566604
833	0.06684056035
834	0.06677258781
835	0.06669658058
836	0.06662421581
837	0.06656930699
838	0.06653371809
839	0.06649771973
840	0.06644949623
841	0.06638232433
842	0.06636625694
843	0.06634235159
844	0.06627712051
845	0.06623359317
846	0.06618619708
847	0.06614799672
848	0.06606664594
849	0.06603156701
850	0.06600345781
851	0.06593520752
852	0.06589149789
853	0.06584361428
854	0.06578435726
855	0.06570878531
856	0.0656486674
857	0.06559760417
858	0.06555795042
859	0.06551436568
860	0.06545576075
861	0.06539609371
862	0.06531879578
863	0.06527395957
864	0.06522275594
865	0.06518537847
866	0.06514404744
867	0.06512691648
868	0.06511002161
869	0.06507495437
870	0.06501414392
871	0.06494679515
872	0.06490766804
873	0.06485035764
874	0.06480794686
875	0.0647504577
876	0.06469897614
877	0.0646475338
878	0.06459581467
879	0.06454474145
880	0.06445342844
881	0.06441174459
882	0.06439927647
883	0.06436805396
884	0.06434121495
885	0.06429061879
886	0.06422379958
887	0.06416356165
888	0.06409957418
889	0.06404198023
890	0.06399720754
891	0.06392511407
892	0.06388835321
893	0.06387096426
894	0.06382758987
895	0.06378053961
896	0.0637286332
897	0.06366285756
898	0.06363838387
899	0.06361644286
900	0.06357403233
901	0.06352907144
902	0.06348289781
903	0.06341199847
904	0.06336553555
905	0.06332555736
906	0.06326727322
907	0.06320807407
908	0.06318937306
909	0.06311606613
910	0.06306064146
911	0.06303886392
912	0.06298017803
913	0.06292528431
914	0.06288480991
915	0.06284356269
916	0.06278648424
917	0.06274010695
918	0.06269897285
919	0.06266395112
920	0.06261690044
921	0.06260286699
922	0.06256414746
923	0.06253108588
924	0.06249013872
925	0.06247162443
926	0.06241312643
927	0.06236668317
928	0.06230704339
929	0.06226834861
930	0.06224911273
931	0.06221287897
932	0.06214018438
933	0.06209692304
934	0.06203055043
935	0.06199424229
936	0.06195171879
937	0.06192680298
938	0.06187869159
939	0.06183514685
940	0.06181593071
941	0.06175159436
942	0.06168833275
943	0.06163030461
944	0.06155260893
945	0.06150006191
946	0.06145811764
947	0.06142257286
948	0.06136851256
949	0.06130119623
950	0.06125162916
951	0.06118974779
952	0.06115301459
953	0.06111375379
954	0.0610415761
955	0.06101809823
956	0.06097126219
957	0.06093183216
958	0.06088984217
959	0.06085638031
960	0.06082046866
961	0.0607795876
962	0.06073552681
963	0.06070689881
964	0.06068014705
965	0.06064796019
966	0.0606413868
967	0.06059399791
968	0.06056063562
969	0.06055401201
970	0.06050210718
971	0.060449959
972	0.06043087527
973	0.06042470895
974	0.0603898223
975	0.0603521303
976	0.06030919614
977	0.06027145123
978	0.06020142786
979	0.06015936115
980	0.06010243078
981	0.0600714923
982	0.06005816191
983	0.06003830068
984	0.06002162086
985	0.05997138527
986	0.05996412259
987	0.05992672118
988	0.05991162286
989	0.05985581719
990	0.05980936759
991	0.05975991486
992	0.05971373173
993	0.05967813963
994	0.05965500103
995	0.05964397197
996	0.05962295976
997	0.05959921108
998	0.05957053132
999	0.05953422752
